sentence,term,category,polarity
생각보다 조직이 꼰대스러움,꼰대,사내문화,negative
일 완전 많아서 일 많이 배움 일을 만들어서 시키고 하면 엎어뜨리기 잘하는듯 경력직으로 오면 ㅇㅇ,일,업무,positive
복지 삼실 좋은거 말고 없다고 보면 될듯 부서가 자주 바뀜,복지,복지,negative
시간이 긴만큼 급여는 괜찮음 부서별 케바케라서 현장음 빡심,급여,급여,positive
영혼없는 삶 일집일집 반복의 연속 육체와 정신을 갈아넣으면 됨,일,업무,negative
강제적인 휴무타임으로 주5일제 시행 연차 사용이 자유로움,연차,복지,positive
건의사항에 대해서 들어주는 척하면서 하나도 들어주지 않음 나가면 새직원 뽑으면 그만이라는 식 기존 직원에 대한 존중이 없음,존중,사내문화,negative
수평문화로 즐겁게 일할수 있습니다,문화,사내문화,positive
본사 외 모든 곳의 사무실 시설이 깨끗합니다.,시설,복지,positive
"CS팀은 일만 많고 월급 적고, 성과급이나 주식등 보상이 적습니다.",성과급,급여,negative
아침 식사 제공합니다. (잠실본사건물),식사,복지,positive
경쟁이 치열하다보니 혼자 살아남아야 합니다,경쟁,사내문화,negative
업무강도가 생각보다 높다,업무,업무,negative
점심값 지원이 안됩니다.,점심,복지,negative
단순한 업무 패턴에 강한 압박 몸과 마음이 계속 지치는 것을 느낌,업무,업무,negative
한국화된 유수의 외국계 기업보다 낫다 커리어에서 한번쯤 거쳐가기 괜찮다고 느꼈다,커리어,커리어,positive
"타부서나 상급 매니저와 이야기할 때, 대화가 안통해서 지칠 수 있음",대화,사내문화,negative
실력있는 동료를 만날 수 있음,동료,사내문화,positive
촘촘하고 구체적인 프로세스가 있어 처음 적응은 어렵지만 적응하고 난 뒤에는 프로세스만 따라가도 업무가 진행됨.,프로세스,업무,positive
효율을 중요시하는 문화가 좋을때도 있지만 가끔 일하는 기계가 된 느낌에 현타가 오기도,문화,사내문화,negative
온보딩이 형편 없음 과도한 업무량,온보딩,업무,negative
온보딩기간 짧음 야생에서 혼자살아남아야 하는 구조 누구에게 연락하고 누구와 협업해야하는지 스스로 찾아나가야 함,온보딩,업무,negative
팀원들이 다 잘하고 배울점이 많아서 같이 일하기 좋은 회사이다,팀원,사내문화,positive
정해진 목표가 있으면 시간 안에 끝내야하는 압박감이 있다.,압박,업무,negative
좋은 팀에서 좋은 사람들과 함께해서 행운,팀,사내문화,positive
정치는 없는 것 같고 사람으로 인한 스트레스는 적은 것 같다,정치,사내문화,positive
워라벨 기대하면 안되고 밤낮 새벽 언제든 사고 터지면 일해야함 문제는 사고가 자주 터짐,워라벨,업무,negative
부서에 따라 극히 다르지만 워라벨 있음,워라벨,업무,positive
부서에 따라 다르지만 휴가 사용 자유로움,휴가,복지,positive
개발자에게는 정말 좋은 회사 다른 나라의 뛰아난 개발자들과 협업하며 다방면으로 성장할 수 있음,성장,커리어,positive
워라벨이 좋다 풀재택 팀의 이동이 자유롭다 쿠팡을 다닌단 자부심?,워라벨,업무,positive
"성장을 위해서 옆에서 도와주는것들이 없다, 스스로 모든걸 해결해야한다",성장,커리어,negative
재택이 장점의 a to z 효율성을 끌어당기는 최대 촉매제가 full재택이었고 이것만 유지 된다면 왠만한 단점 상쇄 쌉가능,재택,업무,positive
내부 it 지원이 부족한거 같아요. 보통의 국내기업 it는 자회사에서 들어와서 해줘서 소위 서비스 정신이 있어 데이터나 지원이 퀄리티 최상인데 반하여 여기는 약간 소울리스 식으로 처리되는 듯. 근데 우리회사에 소울리스로 괜찮은 부서 몇 없죠..?,지원,복지,negative
재택근무로 인해 업무의 편의성이 높다는 점이 메리트 위드코로나 이후에도 어느 정도 재택근무 시행할 예정,재택근무,업무,positive
재택근무로 인해 신규 입사자의 경우 다소 적응하기 어려운 부분이 존재,적응,업무,negative
"재택근무 90%, 외근 시 택시비, 조식석식 도시락 무료",무료,복지,positive
실적압박이 강하며 항상 변동이 많다 부서간 업무융합이 잘 안된다,업무,업무,negative
연봉이 부서별로 다르지만 너무 짠곳도 있다 (사무직),연봉,급여,negative
일에 대한 전문성을 가진 전문가들과의 협업이 가능하여 같이 성장,성장,커리어,positive
실력에 비해 의지가 강한 동료들의 자존감이 높아 상처 받는 사람이 생김,동료,사내문화,negative
나름 나쁘지않은 복지 업무 수행시 타인의 간섭이나 충돌없음,복지,복지,positive
나름 나쁘지않은 복지 업무 수행시 타인의 간섭이나 충돌없음,간섭,사내문화,positive
노동량에 비해 살짝 아쉬운 급여 낮은 상여금,급여,급여,negative
휴계시간 사용의 어려움,휴계,복지,negative
복지가 좋은 회사 휴가 연차 병가가 자유로운 회사 눈치 안보고 쓸 수 있다,복지,복지,positive
근무환경이 좋음 시간만 맞으면 칼퇴 가능함,칼퇴,업무,positive
제공해주는 기기가 구림 문제 생겨서 뭐좀 신청 하려면 알아서 찾아봐야함,기기,복지,negative
정말 시키는 일이 많아서 세상 모든 일을 여기서 다 해볼 수 있는 것 같다. 비용 구애받지 않고 해보고 싶은 모든걸 다 시도해 볼 수 있다.,시도,커리어,positive
그래서 일이 너무너무 많고 워라밸은 무너진다. 상사가 누구냐에 따라 나의 업무량도 좌우. 레벨이 높던 낮건 신입 가원들이 하는 것 부터 모두 다 시킨다. 일이 너무 많아서 모든 부서가 리소스 부족에 허덕이는데 일을 줄일 생각은 없고 계속 일이 늘어난다. 쓸데 없는 일을 깊게 파는 건 좀 그만했으면 좋겠다. 경력직 의견 무시할거면 왜 뽑는지,워라벨,업무,negative
쿠팡에서 다양한 인종과 다양한 로컬 사람을 만날 수 있습니다,사람,사내문화,positive
쿠팡에서 중복된 일을 하는 사람이 너무 많아 일이 겹쳐요,일,업무,negative
재택 근무가 매우 활성화 되어 있음 조직 문화가 유연함,문화,사내문화,positive
"계약직이라, 급여가 매우 낮았음 너무 재택만 하니까.. 회사 다니는 느낌이 없었음",급여,급여,negative
"직무 수행을 위해 업무능력 향상이 자연스러움, 재택근무가 활발함",능력,커리어,positive
자판기 300원이 최고의 복지라 생각합니다.. 수평적 기업 문화도 좋습니다.,자판기,복지,positive
왔다갔다하는 출퇴근시간 비개발직군의 낮은급여 높은 기준의 목표성과,급여,급여,negative
재택근무가 자유롭고 세분화된 업무 분장이 있는 점,업무,업무,positive
협업하기 위해 어떤 팀 누구에게 연락해야 하는지 알기가 어려움,협업,업무,negative
쿠팡에서 구매시 5% 적립 눈치안보는 자유로운 연차사용,연차,복지,positive
지옥그자체 급여는 짜 사람은 미칠듯이 긁어 쉬는시간엔 무급노동,급여,급여,negative
"새로운 기술에 대한 도입이 지속적으로 이루어지고 있어 커리어 성장에 매우 좋으며, 회사 자체도 계속 성장하고 있는 중이라 잠재성 풍부",커리어,커리어,positive
"워라벨, 복지가 부족하며 연봉이 복지이던 시대는 조금 지난듯함",복지,복지,negative
"영구재택 한다는 점, 워라벨이 그렇게 나쁘지는 않은듯함",워라벨,업무,positive
"윗 사람들 능력에 의심이 감, 빈약한 복지 보상도 사실 상장한 뒤로 거의 없음",복지,복지,negative
다른생각 없이 일에만 몰두 할 수 있는 환경이 주어지지만,환경,사내문화,positive
성과압박이 너무 심하고 탑다운이 의외느 상당히 심한곳 마음 단단히 먹어야함,압박,사내문화,negative
다양한 경험을 할 수 있음. 원하면 다른 업무도 할 수 있음,경험,커리어,positive
지나치게 비지니스에 치중되어 있는 회사 경쟁 속에서 발생하는 스트레스,경쟁,사내문화,negative
재택근무가능 유연성 출근제도 사내 카페테리아 및 구내식당,재택근무,복지,positive
업무 시스템이 대기업에 비해 복잡하고 체계가 잘 안갖춰짐,업무,업무,negative
근무시간을 잘 지켜서 좋다 때때로 초과근무가 필요한 순간이 있으나 대체로 초과근무 강요는 없는 분위기,초과근무,업무,positive
급여가 짜면 경력에 도움이 되던지 경력에 도움이 안되면 급여라도 잘 챙겨줬음 싶은데 그걸 기대하기엔...,급여,급여,negative
팀원들과 협업보다 개인플레이라 사람에 대한 스트레스는 적음,개인,사내문화,positive
자유로운 연차 사용 가능 임직원 할인,연차,복지,positive
"워라벨 없음 그냥 정말 업무시간 들쭉날쭉하고, 자주 업무 시간이 초과된다",워라벨,업무,negative
"코로나시국에 재택근무가 최대장점 칼퇴근이 가능, 야근은 없음",재택근무,업무,positive
급여가 부서에따라 다르지만 pbs는 최저 수준,급여,급여,negative
연차가 자유롭게 사용 가능해요 눈치안보고 사용가능힙니다,연차,사내문화,positive
"페이가 적어요 비개발은 뭐,,반복되는 업무 일상입니다",페이,급여,negative
재택 메리트가 있다 언제까지 할지는 모르겠지만 이건 아주 좋음,재택,업무,positive
거의 없다 싶이한 복지 아예 직원복리후생 관심없음,복지,복지,negative
동료들이 다들 똑똑하고 배울점이 있음 재택근무 월급 제때 나옴..,동료,사내문화,positive
영어 잘해야함. 쓸데없는 미팅이 너무 많고 비효율적임,비효율적,업무,negative
업무에서 배울점은 많습니다 아이디어 제안하면 다들 잘 들어주는 분위기고 반영도 됩니다,분위기,사내문화,positive
약간 프로세스도 주먹구구식..,프로세스,업무,negative
재택근무 시스템 잘 되어 있음 1년 내내 퇴사에 출근하지 않아서 너무 편함,재택근무,업무,positive
"성과, 상여가 있는지 모르겠도 승진은 어떻게 하는지 모르겠음",상여,복지,negative
재택이 장점이에요 it 문화가 마음에 들어요 스마트한 동료들,문화,사내문화,positive
체계가 없고 리더의 변경으로 인한 에너지 소비가 많아요,체계,업무,negative
재택 근무 자유로운 연차 사용 나름 수평적 분위기 (팀바팀),연차,복지,positive
주먹구구식 시스템 체계가 아직 부족 성과압박에 따른 빡센 업무강도,시스템,업무,negative
깔끔한 오피스 사내 식당 괜춘,식당,복지,positive
스타트업 같은 다소 두서 없는 일처리 먼가 어지러운 분위기,일처리,업무,negative
뛰어난 분들과 함께 일하다보니 커리어적으로 무조건적으로 도움이 될 회사에요.,커리어,커리어,positive
자유로운 연차 및 재택근무로 인한 적당한 워라벨 보장 하지만 부서바이부서별로 다름,워라벨,업무,positive
조직이 급성장하면서 조직문화 및 만족도 편차가 너뮤 심함 점점 탑다운 계획이 많아 직원들의 번아웃이슈가 있음,탑다운,사내문화,negative
"눈치 안 보고 자유로운 연차, 병가 활용이 가능",병가,복지,positive
비교적 자유롭게 의견을 낼 수 있다 다양한 경험을 할수 있다,의견,사내문화,positive
복지가 정말 하나도 없다,복지,복지,negative
업무 강도도 높은 편이다 워라벨 없음,강도,업무,negative
성장하는 회사이니만큼 매우 액티브하고 변화가 많아서 다양한 경험을 쌓을 수 있다,경험,커리어,positive
